Order ID,Order Date,Order Type,Tax Amount,Tip,Order Total,Payments Total,Tender,order_date,order_hour,order_dow,is_weekend,month,month_num,quarter,year,order_segment
JWT3P39B7HMKP,2025-03-31 20:21:00,Pick Up,3.13,0.0,38.85,38.85,Credit Card,2025-03-31,20,Monday,False,March,3,1,2025,High
RC468M9B8PV4W,2025-03-31 20:11:00,Pick Up,1.73,0.0,21.45,21.45,Cash,2025-03-31,20,Monday,False,March,3,1,2025,Mid
R3VCWVRH5TF0J,2025-03-31 20:07:00,Delivery,0.0,0.0,38.03,0.0,,2025-03-31,20,Monday,False,March,3,1,2025,High
2RRETX9FBMEJA,2025-03-31 20:05:00,Pick Up,1.48,0.0,18.4,18.4,Debit Card,2025-03-31,20,Monday,False,March,3,1,2025,Mid
7XGTV29QTYVV6,2025-03-31 19:59:00,Pick Up,4.74,2.71,58.94,58.94,Debit Card,2025-03-31,19,Monday,False,March,3,1,2025,Very High
7X99RD6YC90EE,2025-03-31 19:51:00,Delivery,0.0,0.0,53.23,0.0,,2025-03-31,19,Monday,False,March,3,1,2025,Very High
D3X3QF7J777Y4,2025-03-31 19:41:00,Pick Up,1.25,0.0,15.5,15.5,Debit Card,2025-03-31,19,Monday,False,March,3,1,2025,Mid
R7YS1BE8DKDRG,2025-03-31 19:40:00,Delivery,0.0,0.0,47.55,0.0,,2025-03-31,19,Monday,False,March,3,1,2025,Very High
VD9RMTPRYYKRE,2025-03-31 19:35:00,Delivery,0.0,0.0,24.95,0.0,,2025-03-31,19,Monday,False,March,3,1,2025,Mid
SFEDA0NZ03QZ4,2025-03-31 19:34:00,Pick Up,1.11,0.0,13.8,13.8,Cash,2025-03-31,19,Monday,False,March,3,1,2025,Low
4AB9B0B8MDWX4,2025-03-31 19:25:00,Pick Up,2.77,3.17,34.44,34.44,Debit Card,2025-03-31,19,Monday,False,March,3,1,2025,High
297ENQEV0BY86,2025-03-31 19:24:00,Delivery,9.58,0.0,119.05,119.05,Credit Card,2025-03-31,19,Monday,False,March,3,1,2025,Very High
MP5W7K620BGEM,2025-03-31 19:20:00,Delivery,4.14,0.0,51.43,51.43,Credit Card,2025-03-31,19,Monday,False,March,3,1,2025,Very High
CBC0PPH0J4F8C,2025-03-31 19:15:00,Popmenu Pickup,3.11,0.0,38.6,38.6,Debit Card,2025-03-31,19,Monday,False,March,3,1,2025,High
SYC0S6273QENY,2025-03-31 19:13:00,Pick Up,3.18,0.0,39.5,39.5,Cash,2025-03-31,19,Monday,False,March,3,1,2025,High
PWY9141802ZTA,2025-03-31 19:13:00,Popmenu Pickup,1.68,2.72,20.84,20.84,Debit Card,2025-03-31,19,Monday,False,March,3,1,2025,Mid
YA8MRTP9HSA4C,2025-03-31 20:25:00,Pick Up,0.91,0.0,11.26,11.26,Credit Card,2025-03-31,20,Monday,False,March,3,1,2025,Low
8ZE6XQDGFTEEC,2025-03-31 19:05:00,Pick Up,2.82,0.0,35.1,35.1,Cash,2025-03-31,19,Monday,False,March,3,1,2025,High
ZXSVPHXE53EN6,2025-03-31 18:58:00,Delivery,4.54,0.0,56.38,56.38,Credit Card,2025-03-31,18,Monday,False,March,3,1,2025,Very High
QBAFT94QG1W14,2025-03-31 18:51:00,Delivery,0.0,0.0,30.34,0.0,,2025-03-31,18,Monday,False,March,3,1,2025,High
A6W4WWDFE57SP,2025-03-31 18:42:00,Delivery,0.0,0.0,52.15,0.0,,2025-03-31,18,Monday,False,March,3,1,2025,Very High
B03J4XK0ZCWQ4,2025-03-31 18:39:00,Delivery,0.0,0.0,38.03,0.0,,2025-03-31,18,Monday,False,March,3,1,2025,High
SPYS0X75GW4PG,2025-03-31 19:04:00,Pick Up,0.0,0.0,0.0,0.0,,2025-03-31,19,Monday,False,March,3,1,2025,Low
QZH3XJ2TDVBYG,2025-03-31 18:37:00,Pick Up,2.62,0.0,32.59,32.59,"Cash, Debit Card",2025-03-31,18,Monday,False,March,3,1,2025,High
T4VDTY0AYTP84,2025-03-31 18:32:00,Pick Up,0.0,0.0,13.0,13.0,Cash,2025-03-31,18,Monday,False,March,3,1,2025,Low
HZPG1063MHFCW,2025-03-31 18:28:00,Pick Up,2.1,1.12,26.1,26.1,"Cash, Debit Card",2025-03-31,18,Monday,False,March,3,1,2025,Mid
HXXW52GTA2H74,2025-03-31 18:27:00,Pick Up,3.27,0.0,40.69,40.69,Cash,2025-03-31,18,Monday,False,March,3,1,2025,High
N99YCZ7YEZKAG,2025-03-31 18:23:00,Pick Up,5.23,0.0,64.99,64.99,Cash,2025-03-31,18,Monday,False,March,3,1,2025,Very High
59SC5WSKSHGYT,2025-03-31 18:17:00,Pick Up,2.09,0.0,25.99,25.99,Debit Card,2025-03-31,18,Monday,False,March,3,1,2025,Mid
6RT87ZSC6D53M,2025-03-31 18:14:00,Pick Up,3.53,0.0,43.89,43.89,Cash,2025-03-31,18,Monday,False,March,3,1,2025,High
5Q10FCWTJ8D54,2025-03-31 18:13:00,Pick Up,1.59,0.0,19.75,19.75,Credit Card,2025-03-31,18,Monday,False,March,3,1,2025,Mid
D9WGVGWJHB0GE,2025-03-31 18:12:00,Pick Up,1.3,0.0,16.13,16.13,Debit Card,2025-03-31,18,Monday,False,March,3,1,2025,Mid
SHVWM55R14EEE,2025-03-31 18:02:00,Pick Up,2.62,0.0,32.59,32.59,Cash,2025-03-31,18,Monday,False,March,3,1,2025,High
EPNBJFW2XC724,2025-03-31 18:02:00,Pick Up,2.09,3.59,25.99,25.99,Debit Card,2025-03-31,18,Monday,False,March,3,1,2025,Mid
CDJT41Q598W3W,2025-03-31 17:58:00,Pick Up,6.47,0.0,80.38,80.38,Debit Card,2025-03-31,17,Monday,False,March,3,1,2025,Very High
TWT9ABXGYRNAC,2025-03-31 17:50:00,Pick Up,2.62,0.0,32.59,32.59,Cash,2025-03-31,17,Monday,False,March,3,1,2025,High
CWVR9R44Z35SC,2025-03-31 17:46:00,Pick Up,2.18,0.0,27.11,27.11,Credit Card,2025-03-31,17,Monday,False,March,3,1,2025,Mid
0E4S81J4HJVZJ,2025-03-31 17:44:00,Pick Up,4.5,0.0,55.94,55.94,Debit Card,2025-03-31,17,Monday,False,March,3,1,2025,Very High
3JN87FDT0EZSM,2025-03-31 17:36:00,Delivery,1.94,0.0,24.1,24.1,Credit Card,2025-03-31,17,Monday,False,March,3,1,2025,Mid
AAG33WNX1QVSW,2025-03-31 17:34:00,Delivery,3.19,0.0,39.6,39.6,Credit Card,2025-03-31,17,Monday,False,March,3,1,2025,High
0A6AS9QQ7SD3T,2025-03-31 17:23:00,Delivery,0.0,0.0,103.21,0.0,,2025-03-31,17,Monday,False,March,3,1,2025,Very High
GGA4KKWWX60JT,2025-03-31 17:14:00,Pick Up,0.0,0.0,0.0,0.0,,2025-03-31,17,Monday,False,March,3,1,2025,Low
MS2V8S2GPNVJT,2025-03-31 17:09:00,Pick Up,0.86,0.0,10.69,10.69,Debit Card,2025-03-31,17,Monday,False,March,3,1,2025,Low
6447ZV9Z5JHCE,2025-03-31 17:05:00,Pick Up,2.09,0.0,25.99,25.99,Debit Card,2025-03-31,17,Monday,False,March,3,1,2025,Mid
3BJBE9ABTB1P0,2025-03-31 16:52:00,Delivery,5.16,7.0,64.18,64.18,Credit Card,2025-03-31,16,Monday,False,March,3,1,2025,Very High
XN981F1ANGVC2,2025-03-31 16:39:00,Delivery,0.0,0.0,33.6,0.0,,2025-03-31,16,Monday,False,March,3,1,2025,High
ADF6SHKV90AMC,2025-03-31 16:38:00,Pick Up,1.03,0.0,12.84,12.84,Debit Card,2025-03-31,16,Monday,False,March,3,1,2025,Low
RKJS76CS64WFJ,2025-03-31 16:32:00,Delivery,2.57,0.0,31.94,31.94,Credit Card,2025-03-31,16,Monday,False,March,3,1,2025,High
RRBQYA66WD1JT,2025-03-31 16:30:00,Pick Up,2.1,0.0,26.1,26.1,Cash,2025-03-31,16,Monday,False,March,3,1,2025,Mid
P88C3KTV11NRG,2025-03-31 16:29:00,Pick Up,1.18,0.0,14.65,14.65,Cash,2025-03-31,16,Monday,False,March,3,1,2025,Low
QZET4QZHH21W0,2025-03-31 16:17:00,Pick Up,0.0,0.0,10.97,0.0,,2025-03-31,16,Monday,False,March,3,1,2025,Low
28NAFK7JR2HDP,2025-03-31 16:09:00,Popmenu Pickup,1.28,0.0,15.89,15.89,Debit Card,2025-03-31,16,Monday,False,March,3,1,2025,Mid
QE0PT928CBJYJ,2025-03-31 15:47:00,Pick Up,2.43,0.0,30.24,30.24,Credit Card,2025-03-31,15,Monday,False,March,3,1,2025,High
Z9EXW628K5WT8,2025-03-31 15:45:00,Pick Up,1.59,0.0,19.75,19.75,Debit Card,2025-03-31,15,Monday,False,March,3,1,2025,Mid
SJ35ZJF7XE0EG,2025-03-31 15:42:00,Pick Up,6.27,0.0,77.97,77.97,Cash,2025-03-31,15,Monday,False,March,3,1,2025,Very High
FH517R6VEMWHW,2025-03-31 15:39:00,Delivery,0.0,0.0,25.84,0.0,,2025-03-31,15,Monday,False,March,3,1,2025,Mid
1WENPSMRRR3QA,2025-03-31 15:33:00,Delivery,0.0,0.0,46.89,0.0,,2025-03-31,15,Monday,False,March,3,1,2025,Very High
V08PHZ62WXBWM,2025-03-31 15:32:00,Pick Up,0.84,0.0,10.45,10.45,Debit Card,2025-03-31,15,Monday,False,March,3,1,2025,Low
G9R38DHF2JHKM,2025-03-31 15:21:00,Pick Up,2.77,0.0,34.44,34.44,Debit Card,2025-03-31,15,Monday,False,March,3,1,2025,High
HK3KDWGE2F95Y,2025-03-31 15:10:00,Pick Up,5.07,2.9,63.0,63.0,Debit Card,2025-03-31,15,Monday,False,March,3,1,2025,Very High
S079X21QFWX9J,2025-03-31 15:10:00,Pick Up,0.67,0.0,8.37,8.37,Cash,2025-03-31,15,Monday,False,March,3,1,2025,Low
Q5YH2KQPXN2G4,2025-03-31 14:47:00,Pick Up,1.73,0.0,21.45,21.45,Debit Card,2025-03-31,14,Monday,False,March,3,1,2025,Mid
83V77KMDK4VQY,2025-03-31 19:04:00,Pick Up,0.0,0.0,0.5,0.0,,2025-03-31,19,Monday,False,March,3,1,2025,Low
S9DGHKMAN0H8A,2025-03-31 14:38:00,Pick Up,0.29,0.0,3.59,3.59,Debit Card,2025-03-31,14,Monday,False,March,3,1,2025,Low
Z3NHKFGAKEMBP,2025-03-31 14:31:00,Pick Up,0.0,0.0,17.9,0.0,,2025-03-31,14,Monday,False,March,3,1,2025,Mid
FK435BPMK416W,2025-03-31 14:17:00,Pick Up,0.74,0.0,9.15,9.15,Cash,2025-03-31,14,Monday,False,March,3,1,2025,Low
NJ4W96N1HG0B2,2025-03-31 14:13:00,Pick Up,1.19,0.0,14.8,14.8,Cash,2025-03-31,14,Monday,False,March,3,1,2025,Low
RMHC97JV2G0XT,2025-03-31 14:13:00,Pick Up,1.25,0.0,15.5,15.5,Cash,2025-03-31,14,Monday,False,March,3,1,2025,Mid
DGEKM7A632ZV0,2025-03-31 14:09:00,Pick Up,2.22,0.0,27.58,27.58,Debit Card,2025-03-31,14,Monday,False,March,3,1,2025,Mid
E4XK44ABXA2NT,2025-03-31 13:35:00,Delivery,0.0,0.0,30.85,0.0,,2025-03-31,13,Monday,False,March,3,1,2025,High
VMD27TJN44Z00,2025-03-31 13:34:00,Pick Up,1.66,0.0,20.6,20.6,Debit Card,2025-03-31,13,Monday,False,March,3,1,2025,Mid
4ABKSABMFQWNP,2025-03-31 13:32:00,Pick Up,2.62,0.0,32.59,32.59,"Cash, Debit Card",2025-03-31,13,Monday,False,March,3,1,2025,High
N27STPV6D9Y7W,2025-03-31 13:05:00,Pick Up,0.0,0.0,29.25,0.0,,2025-03-31,13,Monday,False,March,3,1,2025,Mid
X12960GWCZMQE,2025-03-31 12:27:00,Pick Up,2.35,0.0,29.25,29.25,Cash,2025-03-31,12,Monday,False,March,3,1,2025,Mid
M81H4E0RC99J0,2025-03-31 12:23:00,Pick Up,0.0,0.0,90.03,0.0,,2025-03-31,12,Monday,False,March,3,1,2025,Very High
JCPAM5S04XE0Y,2025-03-31 12:14:00,Pick Up,1.18,0.0,14.65,14.65,Credit Card,2025-03-31,12,Monday,False,March,3,1,2025,Low
J1QY9S9CKP3SR,2025-03-31 12:13:00,Pick Up,0.74,0.0,9.15,9.15,Debit Card,2025-03-31,12,Monday,False,March,3,1,2025,Low
F5PHAMH0M4YCY,2025-03-31 12:09:00,Pick Up,1.39,0.0,17.3,17.3,Cash,2025-03-31,12,Monday,False,March,3,1,2025,Mid
86BP1T0MMJTTP,2025-03-31 11:36:00,Pick Up,2.86,0.0,35.53,35.53,Debit Card,2025-03-31,11,Monday,False,March,3,1,2025,High
HJE1GJCQ3Q7NC,2025-03-31 11:28:00,Pick Up,0.0,0.0,0.0,0.0,,2025-03-31,11,Monday,False,March,3,1,2025,Low
F7A2X0QQADB2C,2025-03-31 11:26:00,Popmenu Pickup,2.17,5.95,26.98,26.98,Debit Card,2025-03-31,11,Monday,False,March,3,1,2025,Mid
TN093Q96A1DJY,2025-03-31 11:22:00,Pick Up,0.95,0.54,11.78,11.78,Credit Card,2025-03-31,11,Monday,False,March,3,1,2025,Low
S7P6JJQ0AXD7R,2025-03-31 11:20:00,Pick Up,5.46,0.0,67.89,67.89,Cash,2025-03-31,11,Monday,False,March,3,1,2025,Very High
FJ78QQ82AQ682,2025-03-31 11:16:00,Delivery,0.0,0.0,34.68,0.0,,2025-03-31,11,Monday,False,March,3,1,2025,High
CD1S1Z0VZQDE2,2025-03-31 11:09:00,Delivery,0.0,0.0,35.9,0.0,,2025-03-31,11,Monday,False,March,3,1,2025,High
5Z2YJWA0FTZZE,2025-03-31 10:54:00,Pick Up,1.11,0.0,13.8,13.8,Cash,2025-03-31,10,Monday,False,March,3,1,2025,Low
66AXAW47BK90J,2025-03-30 22:47:00,Pick Up,4.22,0.0,52.47,52.47,Cash,2025-03-30,22,Sunday,True,March,3,1,2025,Very High
19CV0F3SHYP7W,2025-03-30 22:38:00,Delivery,0.0,0.0,33.93,0.0,,2025-03-30,22,Sunday,True,March,3,1,2025,High
BMM9NQGVQX34G,2025-03-30 22:36:00,Pick Up,1.35,0.0,16.75,16.75,Cash,2025-03-30,22,Sunday,True,March,3,1,2025,Mid
NA4CHJAC5HNF2,2025-03-30 22:33:00,Delivery,0.0,0.0,46.13,0.0,,2025-03-30,22,Sunday,True,March,3,1,2025,Very High
BK7AWE765NZB6,2025-03-30 22:29:00,Delivery,3.58,0.0,44.48,44.48,Credit Card,2025-03-30,22,Sunday,True,March,3,1,2025,High
F1VHFAKEJPFJ0,2025-03-30 22:16:00,Pick Up,2.12,0.0,26.39,26.39,"Cash, Debit Card",2025-03-30,22,Sunday,True,March,3,1,2025,Mid
P9ZGSFQHJFHA8,2025-03-30 22:07:00,Pick Up,3.53,0.0,43.89,43.89,"Debit Card, Debit Card",2025-03-30,22,Sunday,True,March,3,1,2025,High
PV50HBSNP4FKM,2025-03-30 22:02:00,Pick Up,1.92,0.0,23.84,23.84,Credit Card,2025-03-30,22,Sunday,True,March,3,1,2025,Mid
1VXRSGNZWEPRM,2025-03-30 21:56:00,Delivery,0.0,0.0,31.84,0.0,,2025-03-30,21,Sunday,True,March,3,1,2025,High
7CH6VA8PP0RVJ,2025-03-31 14:35:00,Pick Up,0.0,0.0,0.0,0.0,,2025-03-31,14,Monday,False,March,3,1,2025,Low
RB7FFBBNV7RYW,2025-03-31 18:35:00,Pick Up,0.0,0.0,0.0,0.0,,2025-03-31,18,Monday,False,March,3,1,2025,Low
2PAMRH1ZTX8QA,2025-03-30 21:31:00,Pick Up,2.73,0.0,33.98,33.98,Debit Card,2025-03-30,21,Sunday,True,March,3,1,2025,High
QXQZF6FYVMC14,2025-03-30 21:27:00,Delivery,0.0,0.0,46.28,0.0,,2025-03-30,21,Sunday,True,March,3,1,2025,Very High
RVMCERXDJ28AG,2025-03-30 21:04:00,Delivery,0.0,0.0,0.0,0.0,,2025-03-30,21,Sunday,True,March,3,1,2025,Low
W9J07NWYQJHVR,2025-03-30 21:03:00,Delivery,0.0,0.0,22.25,0.0,,2025-03-30,21,Sunday,True,March,3,1,2025,Mid
MKRDAXJSM8QSC,2025-03-30 21:39:00,Pick Up,0.24,0.0,2.97,2.97,Cash,2025-03-30,21,Sunday,True,March,3,1,2025,Low
J1VXG5G08YWT6,2025-03-30 20:56:00,Pick Up,1.44,0.0,17.93,17.93,Cash,2025-03-30,20,Sunday,True,March,3,1,2025,Mid
7D6VXDFSNV284,2025-03-30 20:50:00,Delivery,0.0,0.0,22.25,0.0,,2025-03-30,20,Sunday,True,March,3,1,2025,Mid
BS2HN2E9V11MJ,2025-03-30 20:48:00,Delivery,3.16,0.0,39.3,39.3,Credit Card,2025-03-30,20,Sunday,True,March,3,1,2025,High
A8A882K7ME4AW,2025-03-30 20:32:00,Pick Up,0.0,0.0,0.0,0.0,,2025-03-30,20,Sunday,True,March,3,1,2025,Low
JXETG3WFX9BSC,2025-03-30 20:27:00,Pick Up,1.29,0.0,16.05,16.05,Credit Card,2025-03-30,20,Sunday,True,March,3,1,2025,Mid
TM2DHNP0EZ19Y,2025-03-30 20:27:00,Pick Up,3.85,0.0,47.8,47.8,Cash,2025-03-30,20,Sunday,True,March,3,1,2025,Very High
BKQYS3SMT59V2,2025-03-30 20:22:00,Delivery,0.0,0.0,41.47,0.0,,2025-03-30,20,Sunday,True,March,3,1,2025,High
51N4XR27KRZS4,2025-03-30 20:14:00,Popmenu Pickup,4.37,0.0,54.31,54.31,Debit Card,2025-03-30,20,Sunday,True,March,3,1,2025,Very High
14TXAVAYN47KA,2025-03-30 20:10:00,Pick Up,2.84,3.25,35.33,35.33,Credit Card,2025-03-30,20,Sunday,True,March,3,1,2025,High
BWZCJJF63MGVR,2025-03-30 20:08:00,Pick Up,1.33,0.0,16.58,16.58,Cash,2025-03-30,20,Sunday,True,March,3,1,2025,Mid
MH8J6FA6Y1SDP,2025-03-30 19:55:00,Delivery,0.0,0.0,29.75,0.0,,2025-03-30,19,Sunday,True,March,3,1,2025,Mid
YKX0789N5A9YT,2025-03-30 19:52:00,Pick Up,2.26,0.0,28.05,28.05,Cash,2025-03-30,19,Sunday,True,March,3,1,2025,Mid
S0H2M1DGRY13W,2025-03-30 19:52:00,Pick Up,2.35,0.0,29.25,29.25,Debit Card,2025-03-30,19,Sunday,True,March,3,1,2025,Mid
BJSRCS2DQM1PJ,2025-03-30 19:51:00,Pick Up,2.9,0.0,36.07,36.07,Debit Card,2025-03-30,19,Sunday,True,March,3,1,2025,High
KKMMKVBZKAKRG,2025-03-30 19:50:00,Delivery,0.0,0.0,30.34,0.0,,2025-03-30,19,Sunday,True,March,3,1,2025,High
G32GMDTGKGY9C,2025-03-30 19:49:00,Pick Up,3.45,0.0,42.89,42.89,Credit Card,2025-03-30,19,Sunday,True,March,3,1,2025,High
44Z95B3WAN1XE,2025-03-30 19:49:00,Pick Up,2.44,0.0,30.33,30.33,Credit Card,2025-03-30,19,Sunday,True,March,3,1,2025,High
XEYZRKY589Q9E,2025-03-30 19:45:00,Pick Up,2.77,0.0,34.44,34.44,Debit Card,2025-03-30,19,Sunday,True,March,3,1,2025,High
G6K9EVY62SZ62,2025-03-30 19:45:00,Delivery,0.0,0.0,0.0,0.0,,2025-03-30,19,Sunday,True,March,3,1,2025,Low
KNTDBFHSKK2MG,2025-03-30 19:33:00,Pick Up,0.0,0.0,0.0,0.0,,2025-03-30,19,Sunday,True,March,3,1,2025,Low
TQ78XFDJW92D6,2025-03-30 19:30:00,Pick Up,4.18,0.0,51.93,51.93,Credit Card,2025-03-30,19,Sunday,True,March,3,1,2025,Very High
A6NS7N94JY40M,2025-03-30 19:26:00,Pick Up,2.35,0.0,29.25,29.25,Credit Card,2025-03-30,19,Sunday,True,March,3,1,2025,Mid
60M1M8XFCVWFP,2025-03-30 19:22:00,Pick Up,0.0,0.0,0.0,0.0,,2025-03-30,19,Sunday,True,March,3,1,2025,Low
YZJJ4DEZYWN1J,2025-03-30 19:20:00,Delivery,0.0,0.0,24.1,0.0,,2025-03-30,19,Sunday,True,March,3,1,2025,Mid
9HKX96123AG9P,2025-03-30 19:18:00,Delivery,3.06,0.0,38.03,38.03,Credit Card,2025-03-30,19,Sunday,True,March,3,1,2025,High
0DRPDBMW1KJQ4,2025-03-30 19:13:00,Pick Up,1.53,0.0,19.04,19.04,Cash,2025-03-30,19,Sunday,True,March,3,1,2025,Mid
DFZF9BJHMC20G,2025-03-30 19:12:00,Pick Up,2.86,0.0,35.59,35.59,Debit Card,2025-03-30,19,Sunday,True,March,3,1,2025,High
14BD3TTA0WP14,2025-03-30 19:11:00,Pick Up,1.59,0.0,19.81,19.81,Cash,2025-03-30,19,Sunday,True,March,3,1,2025,Mid
RCVQWFMJN90D2,2025-03-30 19:08:00,Delivery,2.7,0.0,33.6,33.6,Credit Card,2025-03-30,19,Sunday,True,March,3,1,2025,High
EB84DMT10KCM6,2025-03-30 19:07:00,Delivery,0.0,0.0,59.19,0.0,,2025-03-30,19,Sunday,True,March,3,1,2025,Very High
WV1AJ2QYJS012,2025-03-30 19:04:00,Delivery,0.0,0.0,33.6,0.0,,2025-03-30,19,Sunday,True,March,3,1,2025,High
AYM7CDVBV865T,2025-03-30 19:02:00,Pick Up,4.1,0.0,51.0,51.0,"Cash, Debit Card",2025-03-30,19,Sunday,True,March,3,1,2025,Very High
1GQXMGDDXGRG0,2025-03-30 19:01:00,Pick Up,3.87,0.0,48.14,48.14,Debit Card,2025-03-30,19,Sunday,True,March,3,1,2025,Very High
FV7V09YCSAC7A,2025-03-30 20:58:00,Pick Up,0.24,0.0,3.0,3.0,Debit Card,2025-03-30,20,Sunday,True,March,3,1,2025,Low
32W3FCGX2MRD8,2025-03-30 18:58:00,Delivery,2.25,0.0,27.95,27.95,Credit Card,2025-03-30,18,Sunday,True,March,3,1,2025,Mid
ZSQYHHD43SCKW,2025-03-30 18:57:00,Delivery,2.23,0.0,27.69,27.69,Credit Card,2025-03-30,18,Sunday,True,March,3,1,2025,Mid
Y3TGBDNZKJWWW,2025-03-30 18:49:00,Pick Up,1.93,0.0,23.93,23.93,Debit Card,2025-03-30,18,Sunday,True,March,3,1,2025,Mid
P6S3GAV3Z6W06,2025-03-30 18:47:00,Pick Up,4.42,2.53,54.99,54.99,Debit Card,2025-03-30,18,Sunday,True,March,3,1,2025,Very High
7G3KK3GWS1PKP,2025-03-30 18:43:00,Delivery,2.97,0.0,36.94,36.94,Credit Card,2025-03-30,18,Sunday,True,March,3,1,2025,High
PT08AXYN6820J,2025-03-30 18:42:00,Delivery,0.0,0.0,39.86,0.0,,2025-03-30,18,Sunday,True,March,3,1,2025,High
W31VHZB1S8EC8,2025-03-30 18:37:00,Pick Up,0.67,0.0,8.37,8.37,Debit Card,2025-03-30,18,Sunday,True,March,3,1,2025,Low
T51J1M8SNTJ84,2025-03-30 18:35:00,Pick Up,2.04,0.0,25.39,25.39,Cash,2025-03-30,18,Sunday,True,March,3,1,2025,Mid
31WW928MT7DR0,2025-03-30 18:35:00,Delivery,0.0,0.0,60.78,0.0,,2025-03-30,18,Sunday,True,March,3,1,2025,Very High
